SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-30-2018,Single Family Residential,6821 Saucon Valley Dr,Fort Worth,TX,76132,1297000,4,3.5,Mira Vista Add,4249,17380,2014,751,305,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6821-Saucon-Valley-Dr-76132/home/32456990,NTREIS,13831939,N,Y,32.6504533,-97.4414736
PAST SALE,August-15-2018,Single Family Residential,5104 Trinity Landing Dr W,Fort Worth,TX,76132,475000,4,3.5,Bellaire Park North,3476,12284,1993,674,137,2,Sold,,,http://www.redfin.com/TX/Fort-Worth/5104-Trinity-Landing-Dr-W-76132/home/32415585,NTREIS,13858147,N,Y,32.6731106,-97.4335512
PAST SALE,July-30-2018,Single Family Residential,6632 Crooked Stick Dr,Fort Worth,TX,76132,639000,4,3.0,Mira Vista Add,3007,12415,1996,690,213,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6632-Crooked-Stick-Dr-76132/home/32421386,NTREIS,13849870,N,Y,32.6550417,-97.4444103
PAST SALE,February-9-2018,Single Family Residential,6800 Desert Highlands Dr,Fort Worth,TX,76132,659900,4,3.5,Mira Vista Add,3189,7449,1998,861,207,254,Sold,,,http://www.redfin.com/TX/Fort-Worth/6800-Desert-Highlands-Dr-76132/home/32434676,NTREIS,13746969,N,Y,32.6524964,-97.4332977
PAST SALE,September-11-2018,Single Family Residential,6500 Castle Pines Rd,Fort Worth,TX,76132,560000,3,3.5,Mira Vista Add,2900,11674,1992,647,193,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6500-Castle-Pines-Rd-76132/home/32394821,NTREIS,13876480,N,Y,32.6604631,-97.4310796
PAST SALE,November-17-2017,Townhouse,5838 Westhaven Dr,Fort Worth,TX,76132,149900,2,2.0,Westhaven Twnhms,1279,3877,1986,945,117,180,Sold,,,http://www.redfin.com/TX/Fort-Worth/5838-Westhaven-Dr-76132/home/32351975,NTREIS,13705531,N,Y,32.6636193,-97.3966966
PAST SALE,September-4-2018,Single Family Residential,6708 Blue Meadow Dr,Fort Worth,TX,76132,455000,4,3.0,Meadows West Add,3192,11935,1984,654,143,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6708-Blue-Meadow-Dr-76132/home/32336923,NTREIS,13873146,N,Y,32.6798372,-97.4274252
PAST SALE,April-30-2018,Single Family Residential,6832 Glen Meadow Dr,Fort Worth,TX,76132,414900,4,3.5,Bellaire Park North,3946,11805,1986,781,105,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6832-Glen-Meadow-Dr-76132/home/32372696,NTREIS,13764681,N,Y,32.6747739,-97.432516
PAST SALE,August-1-2018,Single Family Residential,5820 Singletree Ct,Fort Worth,TX,76132,1199999,5,5.5,Mira Vista,6015,20909,2002,688,200,202,Sold,,,http://www.redfin.com/TX/Fort-Worth/5820-Singletree-Ct-76132/home/32436088,NTREIS,13819458,N,Y,32.6645951,-97.4372693
PAST SALE,September-6-2018,Single Family Residential,6725 Fall Meadow Dr,Fort Worth,TX,76132,299900,4,2.5,Hulen Bend Estates Add,3147,9104,2000,652,95,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/6725-Fall-Meadow-Dr-76132/home/32457837,NTREIS,13888376,N,Y,32.6531459,-97.4126827
PAST SALE,July-20-2018,Single Family Residential,5113 N Branch Dr,Fort Worth,TX,76132,495000,4,3.0,Bellaire Park North,3156,15072,1994,700,157,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5113-N-Branch-Dr-76132/home/32415584,NTREIS,13859327,N,Y,32.672148,-97.4309106
PAST SALE,August-13-2018,Single Family Residential,6728 Saint Andrews Rd,Fort Worth,TX,76132,1244000,4,5.0,Mira Vista Add,5788,18469,1999,676,215,179,Sold,,,http://www.redfin.com/TX/Fort-Worth/6728-St-Andrews-Rd-76132/home/32434615,NTREIS,13823273,N,Y,32.6526194,-97.4341849
PAST SALE,October-16-2017,Townhouse,6764 Lost Star Ln,Fort Worth,TX,76132,371083,1,2.5,Bellaire Village,2400,,2017,977,155,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/6764-Lost-Star-Ln-76132/home/31226462,NTREIS,13713578,N,Y,32.6686047,-97.4286506
PAST SALE,October-5-2017,Single Family Residential,5109 Stacey Ave,Fort Worth,TX,76132,232000,3,2.0,Westcliff Add,1984,10977,1965,988,117,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5109-Stacey-Ave-76132/home/32176399,NTREIS,13673048,N,Y,32.6740587,-97.3878094
PAST SALE,December-4-2017,Single Family Residential,5025 Still Meadow Dr,Fort Worth,TX,76132,624900,5,5.0,Meadows West Add,5172,17163,1992,928,121,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/5025-Still-Meadow-Dr-76132/home/32401158,NTREIS,13696446,N,Y,32.6739279,-97.4245736
PAST SALE,June-23-2017,Single Family Residential,6713 Medinah Dr,Fort Worth,TX,76132,649000,3,3.5,Mira Vista Add,3660,7057,2007,1092,177,251,Sold,,,http://www.redfin.com/TX/Fort-Worth/6713-Medinah-Dr-76132/home/32434657,NTREIS,13590511,N,Y,32.6538065,-97.4337835
PAST SALE,February-9-2018,Single Family Residential,6308 Dawn Hills Dr,Fort Worth,TX,76132,469000,4,3.5,Monarch Hills Add,2948,12110,2001,861,159,54,Sold,,,http://www.redfin.com/TX/Fort-Worth/6308-Dawn-Hill-Dr-76132/home/32457941,NTREIS,13729733,N,Y,32.658684,-97.428201
PAST SALE,April-13-2018,Single Family Residential,6533 Castle Pines Rd,Fort Worth,TX,76132,728000,4,4.5,Mira Vista Add,4040,15769,1989,798,180,188,Sold,,,http://www.redfin.com/TX/Fort-Worth/6533-Castle-Pines-Rd-76132/home/32394827,NTREIS,13785160,N,Y,32.6597992,-97.4322837
PAST SALE,April-3-2018,Single Family Residential,6801 River Bend Rd,Fort Worth,TX,76132,565000,4,3.5,Meadows West Add,3269,15246,1981,808,173,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6801-River-Bend-Rd-76132/home/32329194,NTREIS,13756070,N,Y,32.6777956,-97.4304036
PAST SALE,April-30-2018,Single Family Residential,6950 Briarwood Dr,Fort Worth,TX,76132,225000,4,2.0,Hulen Bend Estates Add,2052,8712,1996,781,110,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6950-Briarwood-Dr-76132/home/32433880,NTREIS,13796160,N,Y,32.6555506,-97.41433
PAST SALE,August-25-2017,Single Family Residential,4908 Woodbend Ct,Fort Worth,TX,76132,489900,4,3.5,Meadows West Add,3316,12850,1990,1029,148,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4908-Woodbend-Ct-76132/home/32401230,NTREIS,13637889,N,Y,32.676416,-97.4270238
PAST SALE,December-15-2017,Single Family Residential,6724 Trail Cliff Way,Fort Worth,TX,76132,250000,3,2.0,Hulen Bend Estates Add,2323,8364,1997,917,108,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6724-Trail-Cliff-Way-76132/home/32433857,NTREIS,13698540,N,Y,32.6522372,-97.4128305
PAST SALE,December-11-2017,Single Family Residential,6715 Bluffview Dr,Fort Worth,TX,76132,229900,4,2.0,Hulen Bend Estates Add,2251,8015,1997,921,102,43,Sold,,,http://www.redfin.com/TX/Fort-Worth/6715-Bluffview-Dr-76132/home/32433932,NTREIS,13716171,N,Y,32.6522999,-97.4106553
PAST SALE,January-5-2018,Multi-Family (2-4 Unit),5724 Ridgerock Rd,Fort Worth,TX,76132,299900,3,2.0,Overton South Add,2220,7144,2013,896,135,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5724-Ridgerock-Ct-76132/home/67282230,NTREIS,13737726,N,Y,32.6650129,-97.4001605
PAST SALE,September-15-2017,Single Family Residential,6200 Troon Rd,Fort Worth,TX,76132,709000,5,5.5,Mira Vista Add,4628,13373,1993,1008,153,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6200-Troon-Rd-76132/home/32395031,NTREIS,13529299,N,Y,32.6608997,-97.4326005
PAST SALE,August-3-2017,Single Family Residential,6705 E Park Dr,Fort Worth,TX,76132,429000,3,3.0,Bellaire Park North,3257,11413,1995,1051,132,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/6705-E-Park-Dr-76132/home/32415663,NTREIS,13566558,N,Y,32.67133,-97.4269393
PAST SALE,August-11-2017,Townhouse,7100 Lost Star Ct,Fort Worth,TX,76132,344075,2,3.0,Bellaire Village,2220,,2016,1043,155,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/7100-Lost-Star-Ct-76132/home/31226459,NTREIS,13517156,N,Y,32.668942,-97.428565
PAST SALE,June-26-2017,Vacant Land,5912 Cypress Point Dr,Fort Worth,TX,76132,525000,0,,Mira Vista Add,,31799,,1089,,156,Sold,,,http://www.redfin.com/TX/Fort-Worth/5900-Cypress-Point-Dr-76132/home/31031685,NTREIS,13484342,N,Y,32.664838,-97.434544
PAST SALE,March-7-2018,Single Family Residential,5706 Ridgerock Rd,Fort Worth,TX,76132,299850,3,2.0,Overton South Add,2100,6534,2011,835,143,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5706-Ridgerock-Ct-76132/home/31876998,NTREIS,13764908,N,Y,32.6661987,-97.39944
PAST SALE,September-24-2018,Single Family Residential,6821 Sawgrass Dr,Fort Worth,TX,76132,799000,3,3.0,Mira Vista Add,3121,14593,2001,634,256,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6821-Sawgrass-Dr-76132/home/32445088,NTREIS,13918908,N,Y,32.6506633,-97.4405228
PAST SALE,January-12-2018,Single Family Residential,5813 Westhaven Dr,Fort Worth,TX,76132,144900,4,1.5,Westwood Add,1450,10498,1960,889,100,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5813-Westhaven-Dr-76132/home/32191956,NTREIS,13733170,N,Y,32.6643607,-97.394834
PAST SALE,November-20-2017,Single Family Residential,6721 River Bend Rd,Fort Worth,TX,76132,380000,4,2.5,Meadows West Add,2760,14157,1979,942,138,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6721-River-Bend-Rd-76132/home/31781905,NTREIS,13708950,N,Y,32.6777861,-97.429453
PAST SALE,November-30-2017,Single Family Residential,6716 Briarwood Dr,Fort Worth,TX,76132,279500,4,2.5,Hulen Bend Estates Add,2848,6621,1998,932,98,43,Sold,,,http://www.redfin.com/TX/Fort-Worth/6716-Briarwood-Dr-76132/home/32445421,NTREIS,13707633,N,Y,32.6554648,-97.4102119
PAST SALE,July-11-2017,Single Family Residential,6709 Mira Vista Blvd,Fort Worth,TX,76132,609900,5,4.0,Mira Vista Add,4586,18687,1997,1074,133,167,Sold,,,http://www.redfin.com/TX/Fort-Worth/6709-Mira-Vista-Blvd-76132/home/32413989,NTREIS,13470932,N,Y,32.6570323,-97.4356426
PAST SALE,April-13-2018,Single Family Residential,7008 Golden Gate Dr E,Fort Worth,TX,76132,399900,4,2.0,Bellaire Park North,2822,13068,1988,798,142,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/7008-Golden-Gate-Dr-E-76132/home/32384862,NTREIS,13791175,N,Y,32.6702875,-97.4286081
PAST SALE,April-3-2018,Single Family Residential,14 Windward Rd,Benbrook,TX,76132,499000,3,3.0,Mont Del Estates Add,5313,19254,1977,808,94,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/14-Windward-Rd-76132/home/31795374,NTREIS,13703731,N,Y,32.685812,-97.422324
PAST SALE,April-27-2018,Single Family Residential,5117 Cordova Ave,Fort Worth,TX,76132,250000,4,2.0,Westcliff Add,2170,10803,1976,784,115,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5117-Cordova-Ave-76132/home/32176324,NTREIS,13791791,N,Y,32.6729358,-97.3867539
PAST SALE,August-21-2017,Townhouse,5845 Westhaven Dr Unit D,Fort Worth,TX,76132,155000,2,2.0,Westhaven Twnhms,1370,4182,1985,1033,113,180,Sold,,,http://www.redfin.com/TX/Fort-Worth/5845-Westhaven-Dr-76132/unit-D/home/32351965,NTREIS,13569938,N,Y,32.6630976,-97.3967016
PAST SALE,August-17-2017,Single Family Residential,6609 Harbour Town Ln,Fort Worth,TX,76132,979000,4,5.5,Mira Vista Add,5481,21127,2001,1037,179,175,Sold,,,http://www.redfin.com/TX/Fort-Worth/6609-Harbour-Town-Ln-76132/home/32457023,NTREIS,13647308,N,Y,32.6474343,-97.4375957
PAST SALE,July-19-2017,Single Family Residential,31 Bounty Rd E,Benbrook,TX,76132,339500,3,2.0,Mont Del Estates Add,2151,20125,1966,1066,158,3,Sold,,,http://www.redfin.com/TX/Benbrook/31-Bounty-Rd-E-76132/home/31795426,NTREIS,13608136,N,Y,32.6866731,-97.4153648
PAST SALE,April-9-2018,Single Family Residential,4628 Highgrove Dr,Fort Worth,TX,76132,175000,3,2.0,Westwood Add,1290,10367,1962,802,136,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4628-Highgrove-Dr-76132/home/32191277,NTREIS,13791578,N,Y,32.6711814,-97.3919473
PAST SALE,December-22-2017,Single Family Residential,4612 Darla Dr,Fort Worth,TX,76132,185000,3,2.0,Westwood Add,1568,9845,1958,910,118,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4612-Darla-Dr-76132/home/32191821,NTREIS,13653870,N,Y,32.6677155,-97.3926651
PAST SALE,October-17-2017,Multi-Family (2-4 Unit),4301 Gorman Dr,Fort Worth,TX,76132,149900,4,4.0,Westcliff Add,2192,7579,1969,976,68,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4301-Gorman-Dr-76132/home/31044927,NTREIS,13572601,N,Y,32.6706771,-97.3869122
PAST SALE,September-8-2017,Single Family Residential,4800 Westhaven Dr,Fort Worth,TX,76132,245000,4,2.0,Overton South Add,2205,13721,1976,1015,111,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4800-Westhaven-Dr-76132/home/31875076,NTREIS,13667745,N,Y,32.6765416,-97.3933407
PAST SALE,April-30-2018,Single Family Residential,6948 Stockton Dr,Fort Worth,TX,76132,213500,3,2.0,Oakmont Meadows Add,1873,6098,2005,781,114,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6948-Stockton-Dr-76132/home/32473344,NTREIS,13794354,N,Y,32.6612527,-97.4147735
PAST SALE,December-15-2017,Single Family Residential,6209 Stockton Dr,Fort Worth,TX,76132,165000,3,2.0,Hulen Bend Add,1637,5706,2000,917,101,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6209-Stockton-Dr-76132/home/32479782,NTREIS,13715281,N,Y,32.6606578,-97.4153982
PAST SALE,June-6-2018,Single Family Residential,6924 Brookvale Rd,Fort Worth,TX,76132,339000,3,2.0,Quail Ridge Estates Add,2282,9017,1988,744,149,2,Sold,,,http://www.redfin.com/TX/Fort-Worth/6924-Brookvale-Rd-76132/home/32384374,NTREIS,13815486,N,Y,32.650989,-97.4253974
PAST SALE,November-1-2017,Single Family Residential,6604 Stockton Dr,Fort Worth,TX,76132,184000,4,2.0,Hulen Bend Add,1758,6011,2002,961,105,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6604-Stockton-Dr-76132/home/32480254,NTREIS,13697589,N,Y,32.6556263,-97.4160195
PAST SALE,November-30-2017,Single Family Residential,7100 Aspen Wood Trl,Fort Worth,TX,76132,345000,4,2.5,Quail Ridge Estates Add,2807,9975,1989,932,123,50,Sold,,,http://www.redfin.com/TX/Fort-Worth/7100-Aspen-Wood-Trl-76132/home/32384143,NTREIS,13702219,N,Y,32.6480826,-97.4233274
PAST SALE,April-9-2018,Single Family Residential,6917 Shadow Creek Ct,Fort Worth,TX,76132,675000,3,2.0,Mira Vista Add,3007,16814,1995,802,224,179,Sold,,,http://www.redfin.com/TX/Fort-Worth/6917-Shadow-Creek-Ct-76132/home/32418369,NTREIS,13741716,N,Y,32.6590817,-97.441051
PAST SALE,August-28-2017,Single Family Residential,6957 Laurel Valley Dr,Fort Worth,TX,76132,995000,4,5.0,Mira Vista,6563,20517,1995,1026,152,156,Sold,,,http://www.redfin.com/TX/Fort-Worth/6957-Laurel-Valley-Dr-76132/home/32421430,NTREIS,13531558,N,Y,32.6651595,-97.4410721
PAST SALE,June-30-2017,Single Family Residential,6941 Laurel Valley Dr,Fort Worth,TX,76132,1339000,5,5.5,Mira Vista Add,6393,16379,1998,1085,209,175,Sold,,,http://www.redfin.com/TX/Fort-Worth/6941-Laurel-Valley-Dr-76132/home/32421418,NTREIS,13583158,N,Y,32.6638455,-97.441851
PAST SALE,June-12-2018,Single Family Residential,6937 Laurel Valley Dr,Fort Worth,TX,76132,1199000,4,4.5,Mira Vista,4916,15769,1994,738,244,207,Sold,,,http://www.redfin.com/TX/Fort-Worth/6937-Laurel-Valley-Dr-76132/home/32421417,NTREIS,13828793,N,Y,32.6634533,-97.4416847
PAST SALE,December-8-2017,Single Family Residential,6717 Castle Creek Dr,Fort Worth,TX,76132,515000,4,3.5,Bellaire Park North,3683,9714,1992,924,140,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/6717-Castle-Creek-Dr-76132/home/32384856,NTREIS,13697818,N,Y,32.6707152,-97.4295375
PAST SALE,November-30-2017,Single Family Residential,4850 Countryside Ct W,Fort Worth,TX,76132,305000,4,3.0,Overton South Add,2936,17729,1981,932,104,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4850-Countryside-Ct-W-76132/home/31877067,NTREIS,13681097,N,Y,32.6669727,-97.3978168
PAST SALE,June-20-2017,Townhouse,7109 Rose Quartz Ct,Fort Worth,TX,76132,312502,2,2.5,Bellaire Village,2388,,2016,1095,131,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/7109-Rose-Quartz-Ct-76132/home/31226446,NTREIS,13425055,N,Y,32.668907,-97.427696
PAST SALE,December-8-2017,Condo/Co-op,6172 Haley Ln,Fort Worth,TX,76132,247900,3,2.0,Villas On The Bluff Condo,1741,7013,1997,924,142,335,Sold,,,http://www.redfin.com/TX/Fort-Worth/6172-Haley-Ln-76132/home/32447189,NTREIS,13720353,N,Y,32.673424,-97.422329
PAST SALE,April-30-2018,Townhouse,5856 Westhaven Dr,Fort Worth,TX,76132,159000,2,2.0,Westhaven Twnhms,1181,3441,1983,781,135,150,Sold,,,http://www.redfin.com/TX/Fort-Worth/5856-Westhaven-Dr-76132/home/32351987,NTREIS,13805936,N,Y,32.6635426,-97.3979331
PAST SALE,June-30-2017,Single Family Residential,5917 River Bend Dr,Benbrook,TX,76132,295000,3,3.0,Bellaire Country Place Add,2302,7623,1995,1085,128,117,Sold,,,http://www.redfin.com/TX/Benbrook/5917-River-Bend-Dr-76132/home/32411841,NTREIS,13592029,N,Y,32.6929491,-97.4253551
PAST SALE,October-9-2017,Single Family Residential,4813 South Dr W,Fort Worth,TX,76132,359900,4,3.5,Overton South,3117,22651,1983,984,115,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4813-South-Dr-W-76132/home/31877038,NTREIS,13659094,N,Y,32.6701069,-97.3966601
PAST SALE,March-29-2018,Single Family Residential,4716 Everest Dr,Fort Worth,TX,76132,174900,3,2.0,Westwood Add,1147,9322,1958,813,152,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4716-Everest-Dr-76132/home/32190942,NTREIS,13795068,N,Y,32.6687914,-97.3944974
PAST SALE,February-9-2018,Single Family Residential,4621 Darla Dr,Fort Worth,TX,76132,159000,3,2.0,Westwood Add,1418,9583,1958,861,112,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4621-Darla-Dr-76132/home/32191888,NTREIS,13718761,N,Y,32.6673784,-97.3931718
PAST SALE,September-5-2018,Townhouse,5843 Westhaven Dr #2,Fort Worth,TX,76132,239900,3,2.0,Westhaven Twnhms,2107,5314,2002,653,114,150,Sold,,,http://www.redfin.com/TX/Fort-Worth/5843-Westhaven-Dr-76132/unit-2/home/32394892,NTREIS,13894243,N,Y,32.6639879,-97.3961672
PAST SALE,March-24-2018,Single Family Residential,6816 Vista Ridge Dr E,Fort Worth,TX,76132,530000,5,5.5,Vista Ridge Add,5491,2439,2001,818,97,29,Sold,,,http://www.redfin.com/TX/Fort-Worth/6816-Vista-Ridge-Dr-E-76132/home/32419951,NTREIS,13675648,N,Y,32.6503044,-97.4306571
PAST SALE,May-22-2018,Single Family Residential,7105 White Tail Trl,Fort Worth,TX,76132,285000,3,2.5,Quail Ridge Estates Add,2098,5227,2001,759,136,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/7105-White-Tail-Trl-76132/home/32469219,NTREIS,13814539,N,Y,32.6479075,-97.41961
PAST SALE,May-8-2018,Single Family Residential,7009 Brierhollow Ct,Fort Worth,TX,76132,400000,4,2.5,Briercliff Estates Add,2761,8276,2001,773,145,38,Sold,,,http://www.redfin.com/TX/Fort-Worth/7009-Brierhollow-Ct-76132/home/32465219,NTREIS,13793397,N,Y,32.6472886,-97.430805
PAST SALE,November-17-2017,Single Family Residential,6816 Shadow Creek Ct,Fort Worth,TX,76132,699000,4,4.5,Mira Vista Add,3461,18644,2005,945,202,179,Sold,,,http://www.redfin.com/TX/Fort-Worth/6816-Shadow-Creek-Ct-76132/home/32418395,NTREIS,13625657,N,Y,32.6600029,-97.4391882
PAST SALE,May-23-2018,Single Family Residential,6932 Mccracken Ct,Fort Worth,TX,76132,225000,3,2.0,Oakmont Meadows Add,1810,8712,2001,758,124,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6932-McCracken-Ct-76132/home/32473364,NTREIS,13811455,N,Y,32.6602903,-97.4150903
PAST SALE,October-26-2017,Single Family Residential,6305 Dawn Hills Dr,Fort Worth,TX,76132,440000,5,4.0,Monarch Hills Add,3916,10498,2004,967,112,54,Sold,,,http://www.redfin.com/TX/Fort-Worth/6305-Dawn-Hill-Dr-76132/home/32458142,NTREIS,13705262,N,Y,32.658593,-97.427555
PAST SALE,May-10-2019,Single Family Residential,4812 Harlan Ave,Fort Worth,TX,76132,224900,3,2.0,Westcliff Add,1656,11238,1963,406,136,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4812-Harlan-Ave-76132/home/32176733,NTREIS,14005218,N,Y,32.6774927,-97.3891183
PAST SALE,April-28-2020,Single Family Residential,4720 Everest Dr,Fort Worth,TX,76132,170000,4,2.0,Westwood Add,1684,9409,1958,52,101,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4720-Everest-Dr-76132/home/32190943,NTREIS,14291304,N,Y,32.6687811,-97.3946919
PAST SALE,April-24-2020,Single Family Residential,5829 Westhaven Dr,Fort Worth,TX,76132,150000,3,1.0,Westwood Add,1111,10498,1960,56,135,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5829-Westhaven-Dr-76132/home/32191960,NTREIS,14272020,N,Y,32.6638525,-97.3954626
PAST SALE,April-10-2018,Single Family Residential,6608 Canyon Crest Dr,Fort Worth,TX,76132,290000,4,3.5,Hulen Bend Estates Add,3301,8451,1997,801,88,67,Sold,,,http://www.redfin.com/TX/Fort-Worth/6608-Canyon-Crest-Dr-76132/home/32433856,NTREIS,13768157,N,Y,32.6531435,-97.4090082
PAST SALE,June-7-2019,Single Family Residential,5201 Cordova Ave,Fort Worth,TX,76132,231000,4,3.0,Westcliff Add,2178,11151,1974,378,106,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5201-Cordova-Ave-76132/home/32176326,NTREIS,13982849,N,Y,32.6725897,-97.3866694
PAST SALE,September-13-2019,Single Family Residential,5013 Cordova Ave,Fort Worth,TX,76132,219000,4,2.5,Westcliff Add,2102,10454,1973,280,104,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5013-Cordova-Ave-76132/home/32176319,NTREIS,14023388,N,Y,32.6741672,-97.3867116
PAST SALE,November-12-2019,Single Family Residential,6404 Stockton Dr,Fort Worth,TX,76132,195000,3,2.0,Hulen Bend Add,1789,6011,2002,220,109,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6404-Stockton-Dr-76132/home/32479817,NTREIS,14192261,N,Y,32.6576828,-97.4163275
PAST SALE,December-23-2019,Single Family Residential,6704 Briarwood Dr,Fort Worth,TX,76132,298000,3,2.0,Hulen Bend Estates,2479,7144,2002,179,120,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6704-Briarwood-Dr-76132/home/32445420,NTREIS,14219013,N,Y,32.6554997,-97.4096206
PAST SALE,December-20-2019,Single Family Residential,6929 Andress Dr,Fort Worth,TX,76132,224900,3,2.0,Oakmont Meadows Add,1801,5663,2001,182,125,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6929-Andress-Dr-76132/home/32473594,NTREIS,14219915,N,Y,32.6591181,-97.4140297
PAST SALE,November-27-2019,Multi-Family (2-4 Unit),5604 Ridgerock Rd,Fort Worth,TX,76132,469000,7,5.0,Overton South Add,5059,21039,1993,205,93,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5604-Ridgerock-Ct-76132/home/31876992,NTREIS,13904354,N,Y,32.6677362,-97.3986402
PAST SALE,November-25-2019,Single Family Residential,6921 Coldwater Canyon Rd,Fort Worth,TX,76132,235000,3,2.0,Park Palisades Add,1974,8930,1999,207,119,37,Sold,,,http://www.redfin.com/TX/Fort-Worth/6921-Cold-Water-Canyon-Rd-76132/home/32457436,NTREIS,14154995,N,Y,32.6477616,-97.4131426
PAST SALE,November-26-2019,Single Family Residential,6914 Briarwood Dr,Fort Worth,TX,76132,279000,4,2.0,Hulen Bend Estates Add,2419,7536,1996,206,115,43,Sold,,,http://www.redfin.com/TX/Fort-Worth/6914-Briarwood-Dr-76132/home/32433889,NTREIS,14208229,N,Y,32.6555288,-97.4124715
PAST SALE,December-31-2019,Single Family Residential,17 Mont Del Dr,Benbrook,TX,76132,459000,5,3.0,Mont Del Estates Add,3443,16161,2006,171,133,3,Sold,,,http://www.redfin.com/TX/Benbrook/17-Mont-Del-Dr-76132/home/31795452,NTREIS,14181014,N,Y,32.6876245,-97.4174557
PAST SALE,January-24-2020,Single Family Residential,6316 Stockton Dr,Fort Worth,TX,76132,215000,3,2.0,Hulen Bend Add,1862,6011,2000,147,115,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6316-Stockton-Dr-76132/home/32479841,NTREIS,14225210,N,Y,32.6589345,-97.4163047
PAST SALE,February-4-2020,Single Family Residential,5117 South Dr,Fort Worth,TX,76132,250000,3,2.0,Westcliff Add,2131,11413,1965,136,117,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5117-South-Dr-76132/home/32176380,NTREIS,14241701,N,Y,32.6738259,-97.3887805
PAST SALE,February-26-2020,Single Family Residential,5710 Ridgerock Rd,Fort Worth,TX,76132,315000,3,2.0,Overton South Add,2220,6665,2010,114,142,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5710-Ridgerock-Ct-76132/home/35561022,NTREIS,14246429,N,Y,32.6659311,-97.3995803
PAST SALE,November-6-2018,Single Family Residential,6900 Coldwater Canyon Rd,Fort Worth,TX,76132,239500,4,3.0,Park Palisades Add,2365,7275,1999,591,101,37,Sold,,,http://www.redfin.com/TX/Fort-Worth/6900-Cold-Water-Canyon-Rd-76132/home/32457492,NTREIS,13945855,N,Y,32.6485819,-97.4134008
